"","Timestamp","NetID or email","DOI","Code_Success","Program_Run_Clean","Directory_Change","Code_Changes","Output_Accuracy","Discrepancy_Location","X10","X11","Software_Extensions","Software_Version","First_Replicator","Common_Issues","Overcome_Issues","Replication_Helpfulness","X18","X19","How difficult do you think the replication exercise was","Comments on difficulty","GeneralNotes","What Software did you use for the replication (including the version)","Replication_Success","Main_Issue","Data_Type","Data_Access_Type","Software_Type","Data_Type_1","Cost of data access (in approximate $)","Cost of software purchase (in approximate $)","What software did the authors use to run their programs (if specified)"
"189","7/2/2017 14:37:29","yw447","10.1257/app.6.3.58",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"Confidential data, hard to get access","StataSE14","No","Confidential Data","administrative, regional","formal access","Stata","Stata",NA,NA,NA
"190","7/2/2017 15:34:40","yw447","10.1257/app.6.3.103","Yes","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","Table 1: row 3 for both panel A and B
Table 2: columns 1, 3, and 4
Table 6, 7, 8",NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,2,NA,"Output tables are in .csv, and the names of output tables do not match the names of tables in the paper","StataSE 14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"191","7/5/2017 22:27:53","yw447","10.1257/app.6.1.220","Yes","No, I needed to make changes in the code.","Yes",NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,"Did not have output files, so compared all results from tables in Stata","StataSE 14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"192","7/6/2017 10:05:15","ers253","10.1257/app.6.1.157",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,"Some data can be made available by request, while other data must be purchased.","None - no data","No","Confidential Data","administrative, national","formal access","Stata","Stata",NA,NA,NA
"193","7/6/2017 14:44:01","ers253","10.1257/app.6.1.91",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.",NA,5,NA,NA,"N/a","No","Confidential Data","administrative, regional","formal access","Stata","Stata",NA,NA,NA
"194","7/6/2017 23:39:57","yw447","10.1257/app.6.3.159","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","Table 4: column 1 last row r^2 different
Table 7: row1 column4 number does not match, and no information on number of city * years, number of cities, and r^2 given in output for this table
Table 8: column2 panel C row4 does not match, and column3 panel A row4 does not match",NA,NA,"Yes","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"No changes are made to the original program, and the replication is easy",NA,"StataSE 14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"195","7/7/2017 21:43:08","yw447","10.1257/app.6.2.76",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"proprietary data, so cannot get access to the data for the replication","StataSE 14","No","proprietary data","private, commercial entity","formal access","Stata","Stata",NA,NA,NA
"196","7/13/2017 13:52:25","ckc75","10.1257/app.6.4.251",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"Stata 14","No","Confidential Data","administrative, local","formal access","Stata","Stata",NA,NA,NA
"197","7/13/2017 13:57:11","ckc75","10.1257/app.6.2.32","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"Everything ran without any need for any changes",NA,"Stata 14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"198","7/13/2017 14:02:34","ckc75","10.1257/app.6.2.231",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"Stata 14","No","Confidential Data","administrative, regional","formal access","Stata","Stata",NA,NA,NA
"199","7/18/2017 18:49:48","yw447","10.1257/app.6.4.66",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"No readme file was provided.",NA,5,NA,"The paper has proprietary data and matlab code, and so I cannot access data and cannot run the code","StataSE 14","No","proprietary data, matlab code","private, commercial entity","formal access","Stata, Matlab","no data provided",NA,NA,NA
"200","7/19/2017 19:27:20","yw447","10.1257/app.6.3.189","Yes","No, I needed to make changes in the code.","Yes",NA,"No, some of the numbers are different.","
Figure 3 cannot be replicated due to target dataset not found

Table1:
Column 1: standard deviations for rows 2, 4 do not match
Column 2: standard deviation for row 4 does not match
Column 3: standard deviations for rows 1, 2 do not match
Column 4: standard deviation for row 6 does not match. Number in row 8 does not match
Column 5: replication successful

Table2:
column 1: standard deviation for rows 6 does not match, and number in row 8 does not match
column 2: numbers for row 4-7 do not match

Table3:
Do not find statistics for distance polynomial and (Distance) * US polynomial/ ways to engineer these
column3: numbers for row 4-8 do not match
column4: numbers for row 2-5 do not match
column5: number for row 2 does not match
column6: numbers for row 2-8 do not match

Table5:
Do not find statistics for distance polynomial and (Distance) * US polynomial/ ways to engineer these
Otherwise, successfully replicated",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,"Replication process was easy, but there are many discrepancies, especially those standard deviations.","StataSE 14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"201","7/20/2017 1:07:09","cl998","10.1257/app.6.3.206","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","To generate figure 8, have to install the package below:
      grc1leg/grc1leg.ado
      grc1leg/grc1leg.hlp

The last two lines of Table 1 can’t be located in the code results.","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,NA,NA,"Stata14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"202","7/20/2017 15:13:03","ckc75","10.1257/app.6.2.195","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","Variables were coded as if they were commands. I changed the phrasing of code so that variables would be read as variables and not commands.","Yes",NA,NA,NA,"Yes","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Making the do-file clearer (subtitles for each table)",4,"The code was difficult to clean up",NA,"Stata14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"203","7/20/2017 18:22:15","cl998","10.1257/app.6.1.253",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"The article is not replicable.","No","Confidential Data","administrative, national","formal access","Stata","The article didn't provide data.",NA,NA,NA
"204","7/20/2017 18:25:23","ers253","10.1257/app.6.1.190","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","Columns 2 and 4 of Table 1, and all of Table 5",NA,NA,"No","No","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Did not explain how to replicate the figures and data in GIS",2,NA,"Table 6 and some supplemental data was not in the paper, but there was code available to generate them.","Stata","Partial",NA,NA,NA,"Stata","csv, Excel, Stata",NA,NA,NA
"205","7/20/2017 23:54:12","cl998","10.1257/app.6.3.20",NA,NA,NA,NA,NA,NA,NA,NA,"DK","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"The article is not replicable.","No","Proprietary data","administrative, regional","informal access, no commitment","SAS","Data not provided",NA,NA,NA
"206","7/26/2017 18:48:40","cl998","10.1257/app.6.1.133",NA,NA,NA,NA,NA,NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,"""Due to confidentiality restrictions, we were required by the Florida Department of Education to fully de-identify all data (including school identifiers) and provide information only at the aggregate school level. Therefore, the results generated from running the same regressions with aggregate data vary modestly from (though the magnitudes and statistical significance levels are very similar to) the results reported in the paper.""","Stata14","No","Confidential Data","administrative, regional","informal access, no commitment","Stata","Stata",NA,NA,NA
"207","7/27/2017 15:06:54","ckc75","10.1257/app.6.2.152","Yes","Yes, no changes were necessary.",NA,NA,"No, some of the numbers are different.","Table 5. C3, R3 [0.002] instead of [0.003]. C3, R4 0.020 instead of 0.019. C1, R5 -0.018 instead of -0.019. C1, R6 [0.001] instead of [0.000]. C3, R7 0.029 instead of 0.024 and [0.045] instead of [0.044]. C3, R8 [0.018] instead of [0.017]. C3, R9 [0.037] instead of [0.038]. C3, R10 0.053 instead of 0.051 and [0.015] instead of [0.014]. C3, R11 0.001 instead of 0.005. C3, R12 0.015 instead of 0.017, [0.015] instead of [0.016]. C3, R13 -0.033 instead of -0.040. C3, R14 0.033 instead of 0.034 and [0.014] instead of [0.015].",NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,1,"Programs ran smoothly.",NA,"Stata 14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
"208","7/27/2017 15:09:14","ckc75","10.1257/app.6.1.1",NA,NA,NA,NA,NA,NA,NA,NA,"No","No","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,5,NA,NA,"N/A","No","Matlab, data requires application and not included","administrative, national","formal access","Stata, Matlab","N/A",NA,NA,NA
"209","7/27/2017 17:00:09","cl998","10.1257/app.6.4.90","Yes","No, I needed to make changes in the code.","No, the changes to the code were more involved.","need to install packages: outsum and gr0017","Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Incomplete. Was ambiguous or left out crucial steps.","Specifying which part of the code is used to generate the results in the paper.",1,NA,NA,"Stata14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"210","7/27/2017 22:28:19","cl998","10.1257/app.6.4.197","No","No, I needed to make changes in the code.","No, the changes to the code were more involved.","I get error messages when I try to run the code, and to have the errors fixed, the code needs to be changed.","No, some of the numbers are different.","Table 1 is replicated.
Table 2 is not replicable because two coefficients: “Loamy soils” and “Clayey soils” are not found. It’s also abnormal that in the article, the values for these two coefficients are the same despite the change in dependent variables. This looks like an error to me. The rows named “p value” and “F test” are not found in the result of the code.

Table 3 is partly replicable. Just like Table 2, the rows named “p value” and “F test” and also “Mean of dependent variable” are not found in the result of the code.

Table 4 is partly replicable. Just like Table 2, the rows named “p value” and “F test” are not found in the result of the code. For column 2, 3, 5, and 6, the first row is also missing.

Table 5 is partly replicable. Everything after and including row 7 is missing in the result of the code. The error message is : coefficient FagworkTOTwork not found.

Table A1 is replicated.

Table A2 is partly replicable. Everything except for row 1, 5, 6, 7 is missing. The error message is: coefficient loam not found

Table A3 is partly replicable. The situation is just the same as that of Table A2. Because of the error message: coefficient loam not found, everything after the line that causes the problem is missing, so Table A4 and Table A5 is missing from the code result.",NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.",NA,4,"The code has errors that prevent the running of the whole do file.",NA,"Stata14","Partial",NA,NA,NA,"Stata","Stata",NA,NA,NA
"211","8/3/2017 15:30:48","ckc75","10.1257/app.6.4.1","Yes","Yes, no changes were necessary.",NA,NA,"Yes",NA,NA,NA,"No","DK","Yes",NA,NA,NA,"Complete. Provided all information required to run the programs.","Different format for output files",2,"More difficult to figure out where values were in the output than I expected. However it ran easily although it took a long time to fully run.",NA,"Stata 14","Yes",NA,NA,NA,"Stata","Stata",NA,NA,NA
